1	67.30773737
2	-14.51918185
3	10.3935863
4	74.3813717
5	-2.279633398
6	-2.472140458
7	72.7341216
8	7.070969919
9	-18.38431875
10	61.98739189
11	12.60590761
12	-35.91581212
13	43.49885858
14	14.71543587
15	-52.53442302
16	20.1445996
17	14.85520004
18	-65.12813003
19	-4.324743185
20	14.93975876
21	-70.80087586
22	-26.16728229
23	16.59105314
24	-67.6939654
25	-42.50783536
26	20.50149529
27	-55.57033538
28	-51.915092
29	26.13191863
30	-35.96985436
31	-54.53661688
32	31.84944931
33	-11.87984014
34	-51.77671926
35	35.45918364
36	12.97990842
37	-45.65089413
38	34.9485814
39	35.0366899
40	-38.05087056
41	29.1912009
42	51.64114567
43	-30.17268848
44	18.37147158
45	61.51487555
46	-22.29164612
47	3.988943803
48	64.76076074
49	-13.93756676
50	-11.55508743
51	62.47688866
52	-4.378031658
53	-25.64385518
54	56.14545152
55	6.792615869
56	-36.16948113
57	47.0345902
58	19.19621711
59	-42.05309589
60	35.83185632
61	31.53265901
62	-43.39523514
63	22.63107825
64	41.82908848
65	-41.22451873
66	7.255506095
67	48.00105119
68	-36.95532988
69	-10.23062305
70	48.53228345
71	-31.76668747
72	-29.04540582
73	43.03029484
74	-26.13899662
75	-47.46354832
76	32.45174096
77	-19.72437469
78	-62.96974725
79	18.90262331
80	-11.60152736
81	-72.78148867
82	5.065036599
83	-0.822050666
84	-74.5925878
85	-6.566815184
86	12.95704507
87	-67.29831853
88	-14.3894559
89	28.99949598
90	-51.45410238
91	-18.09742888
92	45.37178495
93	-29.29721717
94	-18.6594142
95	59.25855336
96	-4.299449049
97	-17.87387029
98	67.63859105
99	19.62883118
100	-17.65833318
101	68.11952204
102	39.04819071
103	-19.31740715
104	59.66679638
105	51.74117401
106	-23.0412985
107	42.9890527
108	57.08589175
109	-27.80702001
110	20.44910168
111	55.95838021
112	-31.71564146
113	-4.478407554
114	50.22436075
115	-32.64911669
116	-28.03665579
117	42.01196127
118	-29.02098589
119	-47.04874794
120	33.020127
121	-20.36415142
122	-59.55411026
123	24.09226225
124	-7.556291854
125	-65.04367674
126	15.18124901
127	7.39105319
128	-64.25737886
129	5.687557477
130	21.90401719
131	-58.65432587
132	-4.982190887
133	33.58101873
134	-49.77001747
135	-16.86598785
136	40.84098672
137	-38.70069927
138	-29.12954407
139	43.27114854
140	-25.89498491
141	-40.1170952
142	41.56989032
143	-11.30975017
144	-47.76830345
145	37.12481485
146	5.154230184
147	-50.26234848
148	31.39458625
149	23.1303792
150	-46.66177407
151	25.33013358
152	41.40869643
153	-37.32085802
154	19.05275814
155	57.88445184
156	-23.89971192
157	11.91018292
158	69.89786969
159	-8.95975648
160	2.890902342
161	74.88464923
162	4.738204465
163	-8.757619786
164	71.13637537
165	15.00647338
166	-22.94209925
167	58.41665482
168	20.81845174
169	-38.40041022
170	38.21338074
171	22.51683936
172	-52.78854805
173	13.51951742
174	21.57442872
175	-63.18305315
176	-11.81330662
177	19.99165865
178	-66.85794363
179	-33.96404121
180	19.53856214
181	-62.09406188
182	-50.00972892
183	21.10116375
184	-48.75857085
185	-58.51402234
186	24.35555197
187	-28.46098867
188	-59.67185749
189	27.87946192
190	-4.226818193
191	-54.99139445
192	29.66044861
193	20.21511086
194	-46.64395991
195	27.8236901
196	41.31267513
197	-36.71515408
198	21.32800386
199	56.46990281
200	-26.61125623
201	10.39119052
202	64.49853776
203	-16.80871447
204	-3.499503769
205	65.62985957
206	-7.005248163
207	-17.99250162
208	61.12451714
209	3.415045882
210	-30.55102207
211	52.64997481
212	14.80172929
213	-39.17303118
214	41.66400374
215	26.78036472
216	-42.9092694
217	29.02569718
218	38.10604056
219	-42.01173055
220	14.96024204
221	46.90008269
222	-37.67772418
223	-0.634885553
224	51.19843481
225	-31.49792718
226	-17.68647392
227	49.62135053
228	-24.82000049
229	-35.46672389
230	41.92255015
231	-18.26607248
232	-52.35623112
233	29.21079918
234	-11.58337014
235	-65.98031456
236	13.74647136
237	-3.883521349
238	-73.71342553
239	-1.637918415
240	5.818491419
241	-73.40701361
242	-14.31220288
243	17.96860579
244	-64.10414554
245	-22.56596761
246	31.98634974
247	-46.49306265
248	-26.03209952
249	46.12589605
250	-22.92730981
251	-25.67692999
252	57.76765195
253	3.022595268
254	-23.36342469
255	64.07250184
256	27.36825027
257	-21.13840507
258	62.80068927
259	46.61962541
260	-20.48792203
261	53.03268134
262	58.54572074
263	-21.81440669
264	35.55337142
265	62.55799927
266	-24.31178087
267	12.7662433
268	59.61905293
269	-26.27710381
270	-11.84483704
271	51.73359019
272	-25.74713936
273	-34.54302717
274	41.21132222
275	-21.23729055
276	-52.20134517
277	29.95690565
278	-12.32676723
279	-62.94187516
280	19.01940968
281	0.111210873
282	-66.37319717
283	8.532125723
284	14.11150161
285	-63.386289
286	-1.970481259
287	27.17935241
288	-55.61672401
289	-13.00730252
290	37.0180109
291	-44.78678717
292	-24.60455584
293	42.17289671
294	-32.16926633
295	-35.9729939
296	42.37701567
297	-18.35675977
298	-45.54666134
299	38.49053026
300	-3.398257587
301	-51.38560116
302	32.07188067
303	12.77717352
304	-51.80726826
305	24.7474532
306	29.84045648
307	-46.02135425
308	17.61579894
309	46.67678362
310	-34.53283034
311	10.90656072
312	61.31857948
313	-19.15258904
314	4.019294278
315	71.26595896
316	-2.588572273
317	-4.073024601
